VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
UAV1	1649991508112	0.226714	-5.54323e-08	9.67561	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991508528492900.png
UAV1	1649991508226	0.226714	-5.54323e-08	9.562	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991508643809600.png
UAV1	1649991508328	0.226714	-5.54323e-08	9.46035	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991508745587900.png
UAV1	1649991508427	0.226714	-5.54323e-08	9.36169	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991508846595500.png
UAV1	1649991508526	0.226714	-5.54323e-08	9.26303	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991508947255000.png
UAV1	1649991508628	0.226714	-5.54323e-08	9.16137	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509049070700.png
UAV1	1649991508730	0.226714	-5.54323e-08	9.05972	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509152032900.png
UAV1	1649991508835	0.226714	-5.54323e-08	8.95508	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509255507500.png
UAV1	1649991508934	0.226714	-5.54323e-08	8.85642	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509356666300.png
UAV1	1649991509036	0.226714	-5.54323e-08	8.75476	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509458031500.png
UAV1	1649991509138	0.226714	-5.54323e-08	8.65311	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509560932100.png
UAV1	1649991509240	0.226714	-5.54323e-08	8.55146	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509661863500.png
UAV1	1649991509357	0.226714	-5.54323e-08	8.43486	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509778247400.png
UAV1	1649991509441	0.226714	-5.54323e-08	8.35115	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509863586200.png
UAV1	1649991509558	0.226714	-5.54323e-08	8.23454	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991509979726200.png
UAV1	1649991509642	0.226714	-5.54323e-08	8.15083	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510063280000.png
UAV1	1649991509756	0.226714	-5.54323e-08	8.03722	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510180022500.png
UAV1	1649991509858	0.226714	-5.54323e-08	7.93556	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510283109800.png
UAV1	1649991509963	0.226714	-5.54323e-08	7.8309	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510387350900.png
UAV1	1649991510050	0.226714	-5.54323e-08	7.74418	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510474633800.png
UAV1	1649991510167	0.226714	-5.54323e-08	7.62756	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510593176400.png
UAV1	1649991510254	0.226714	-5.54323e-08	7.54084	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510679381300.png
UAV1	1649991510371	0.226714	-5.54323e-08	7.42423	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510795915100.png
UAV1	1649991510470	0.226714	-5.54323e-08	7.32555	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510896704900.png
UAV1	1649991510569	0.226714	-5.54323e-08	7.22687	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991510997415000.png
UAV1	1649991510671	0.226714	-5.54323e-08	7.1252	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991511097144200.png
UAV1	1649991510770	0.226714	-5.54323e-08	7.02652	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991511197778300.png
UAV1	1649991510872	0.226714	-5.54323e-08	6.92485	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991511299357200.png
UAV1	1649991510971	0.226714	-5.54323e-08	6.82618	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991511400400700.png
UAV1	1649991511073	0.226714	-5.54323e-08	6.72451	1	0	0	-6.09563e-11	img_UAV1_0_0_1649991511502306800.png
